url_length,domain_length,count_subdomains,has_ip_address,count_digits,count_special_chars,has_at_symbol,has_hyphen,uses_https,count_parameters,shannon_entropy,path_length,status
47,20,2,0,0,9,0,0,0,0,4.120885064757337,20,0
51,15,2,0,0,9,0,1,1,0,4.071469646054937,28,0
55,35,1,0,0,7,0,1,0,0,4.264524768702467,13,1
48,18,2,0,4,9,0,0,0,1,4.381328385912463,6,1
83,31,2,0,0,11,0,1,1,0,4.21899473977402,44,0
169,23,2,0,36,17,0,1,0,0,5.149248716540169,139,1
18,11,2,1,1,5,0,0,0,0,3.7254805569978675,0,0
39,30,2,0,0,6,0,0,1,0,4.04106055186274,1,0
32,24,3,0,0,6,0,0,1,0,3.691428031846024,0,1
81,27,2,0,18,8,0,0,0,0,4.745904368800619,47,1
24,15,2,0,0,6,0,0,1,0,3.7406015629507228,1,0
53,20,2,0,3,9,0,0,0,1,4.616715681174875,12,0
34,25,3,0,0,7,0,0,1,0,4.02085512047121,1,0
89,11,2,0,0,18,0,1,0,0,4.274279325019898,71,0
21,14,2,0,0,5,0,0,0,0,3.594465636961452,0,0
81,27,2,0,24,8,0,0,0,0,4.807589090064196,47,1
46,14,1,0,2,9,0,0,0,0,4.311074184082722,25,0
27,19,2,0,0,6,0,0,0,0,3.8100810205217313,1,0
87,21,2,0,9,14,0,1,0,0,4.703193536810898,59,1
68,42,4,0,13,9,0,0,0,0,4.574697820064778,19,1
64,39,4,0,0,11,0,1,1,0,4.38502739943295,17,1
43,16,2,0,0,9,0,1,1,0,4.027684161971456,19,0
77,13,2,1,2,14,0,1,0,0,4.341398964220473,57,1
32,24,2,0,0,6,0,0,0,0,4.077819531114783,1,0
51,18,2,0,0,9,0,0,1,0,3.9394735692733827,25,0
51,15,1,0,4,8,0,1,1,0,4.496461254696261,28,1
43,24,2,0,1,7,0,0,0,0,4.0765182426716855,12,0
85,20,3,0,5,14,0,1,0,0,4.417927484406116,58,0
37,29,3,0,0,7,0,0,0,0,4.100816878908575,1,1
188,22,1,0,41,16,0,0,0,1,4.816005606542798,121,1
127,50,4,0,19,18,0,1,1,3,4.738486711193077,19,1
44,16,1,0,0,7,0,1,0,0,4.1806892889443334,21,0
48,27,2,1,3,7,0,0,0,0,4.280187698990099,14,1
294,34,2,0,54,32,0,1,1,4,5.454263977184147,66,1
25,16,2,0,0,6,0,0,1,0,3.863465189601646,1,0
24,15,2,0,0,6,0,0,1,0,3.772055208874201,1,0
226,21,2,1,106,16,0,0,0,3,4.66896227808043,40,1
63,14,2,0,0,10,0,1,0,0,4.316499122181016,42,0
38,10,2,1,1,9,0,1,0,0,4.040709013945501,21,0
36,15,1,0,0,8,0,0,0,0,3.800919098243859,14,1
31,24,2,1,1,5,0,0,0,0,3.9101792788836396,0,1
37,17,1,0,0,7,0,0,0,0,3.8278475418785787,13,1
40,25,2,0,0,6,0,0,0,0,3.9964393446710145,8,0
22,11,1,1,2,6,0,0,0,0,3.7321588913645694,4,1
74,20,1,0,0,12,0,1,0,0,4.239312150198939,47,0
23,15,2,0,0,5,0,0,1,0,3.675310868912364,0,0
69,14,2,0,0,13,0,1,0,0,4.273461103660325,48,0
72,10,1,0,14,11,0,1,0,0,4.685288154364796,55,0
32,19,2,0,0,7,0,0,0,0,3.7889097655573916,6,0
40,32,2,0,0,7,0,1,0,0,4.1153115322251015,1,1
24,15,2,0,0,6,0,0,1,0,3.7406015629507228,1,0
67,23,2,0,0,11,0,1,0,0,4.1103754818458516,37,1
73,13,2,0,11,16,0,1,0,0,4.505332957363194,53,0
126,50,4,0,22,18,0,1,0,3,4.796231632566908,19,1
72,23,2,0,2,12,0,1,0,0,4.367279863361468,42,0
39,20,1,0,0,6,0,0,0,0,3.9872178475009488,12,1
103,21,2,0,0,15,0,1,0,0,4.330619678447487,75,0
39,20,2,1,2,8,0,0,1,0,4.218488360543355,11,1
126,61,2,1,47,15,0,1,0,1,4.819885997577592,10,1
27,18,2,0,0,7,0,1,1,0,4.032303242743954,1,1
154,31,4,1,27,14,0,0,1,0,5.022609458182803,115,1
95,26,2,0,0,16,0,1,0,0,4.25850659863639,62,1
59,10,1,0,0,12,0,1,0,0,4.386360423302621,42,1
34,26,2,0,0,6,0,0,0,0,3.8924866505712017,1,0
17,10,1,0,0,4,0,0,0,0,3.572469458770136,0,0
36,28,2,0,0,6,0,0,0,0,4.009523959475164,1,0
23,14,2,0,0,6,0,0,1,0,3.6753108689123644,1,0
53,26,2,1,1,9,0,1,0,1,4.290546691027651,1,1
83,13,2,0,0,14,0,1,0,0,4.2784940281138555,63,1
30,23,2,0,0,6,0,1,0,0,4.106890595608518,0,0
23,16,2,0,0,5,0,0,0,0,3.6753108689123644,0,0
64,18,2,0,4,11,0,1,0,0,4.509623781480404,39,0
41,20,2,0,0,8,0,1,1,0,4.250623273270421,13,0
20,11,2,0,0,6,0,0,1,0,3.5464393446710147,1,0
57,27,2,0,0,9,0,1,0,0,4.076519243314658,23,0
32,24,2,0,0,6,0,0,0,0,3.929229296672175,1,0
22,13,2,0,0,6,0,0,1,0,3.7544418457133446,1,0
65,31,4,1,10,10,1,0,1,0,4.543704213975306,26,1
21,6,1,0,3,5,0,0,0,0,3.844232898763191,8,1
26,17,2,0,0,6,0,0,1,0,3.997952698660691,1,0
74,14,2,0,5,15,0,0,0,0,4.776841629570238,53,1
145,32,2,0,8,10,0,1,1,0,5.4979459009981095,105,1
45,10,1,0,0,9,0,0,0,0,3.896509764289212,28,1
37,20,2,0,0,7,0,0,1,0,3.8570452570530653,9,0
68,59,4,1,6,15,0,1,1,0,4.532100806061252,1,1
60,19,2,0,0,10,0,0,0,0,4.229085753935211,34,0
40,14,2,0,0,8,0,0,0,0,4.037326145256008,19,1
25,13,2,0,0,7,0,0,0,0,3.7638561897747245,5,1
114,26,2,0,24,15,0,1,0,0,4.809367567070502,81,1
97,25,2,0,6,17,0,1,1,0,4.499679756272509,64,0
115,11,1,0,12,18,0,1,0,0,4.761333343195743,97,0
186,14,2,0,20,31,0,0,1,5,5.363426431756892,4,1
65,18,3,0,0,16,0,1,0,0,4.211497091448232,40,1
136,13,1,0,5,23,0,1,1,2,4.64797157870694,91,1
22,14,2,0,0,6,0,0,0,0,3.4474015047059146,1,0
61,21,2,0,9,11,0,0,1,2,4.391128370990859,15,0
97,17,1,0,0,15,0,1,0,1,4.390574210940917,61,1
44,20,3,0,0,8,0,0,0,0,4.1806892889443334,17,1
73,24,2,0,0,15,0,1,1,0,4.334493183077752,41,0
282,30,2,0,59,31,0,1,1,4,5.560336109526664,60,1
45,21,2,0,2,7,0,0,0,0,4.144537752260993,17,1
49,18,2,0,0,8,0,1,0,0,4.091665140378663,24,0
43,34,2,1,5,8,0,1,1,0,4.257319115016275,1,1
83,16,2,0,1,13,0,1,1,0,4.307293540470038,59,0
29,22,2,0,0,5,0,0,0,0,3.909368063943885,0,0
43,12,2,0,0,9,0,1,0,0,4.060472755790457,24,0
30,21,2,0,0,6,0,0,1,0,3.9395722619867226,1,0
46,23,2,0,0,8,0,1,1,0,4.300417118959396,15,0
57,33,2,0,1,8,0,1,0,0,4.237526909435836,17,0
39,20,1,0,0,6,0,0,0,0,4.057855988582063,12,1
49,16,2,0,0,9,0,0,1,0,4.2386706203351965,25,0
77,19,2,0,0,13,0,1,1,0,4.116175145969982,50,0
40,31,2,1,4,6,0,0,1,0,4.177567157116928,1,1
27,19,2,0,0,6,0,0,0,0,4.004344446367529,1,0
22,13,2,0,0,6,0,0,1,0,3.663532754804254,1,0
31,24,3,0,0,6,0,0,0,0,3.953565664946427,0,0
45,17,1,0,0,9,0,1,0,0,4.216651363324027,21,0
47,18,2,0,0,8,0,0,0,0,4.1878052142834346,22,0
33,25,2,0,0,6,0,0,0,0,3.896687968421265,1,0
52,20,2,0,0,9,0,0,0,0,4.058934978981644,25,0
44,17,2,0,5,9,0,0,0,0,4.220128777433188,20,0
261,13,1,0,38,13,0,0,0,1,5.789171889235914,40,1
28,19,3,0,0,7,0,0,1,0,3.842370993177109,1,0
60,23,2,0,0,11,0,1,0,0,4.344413829577611,30,0
40,20,2,0,0,7,0,0,0,0,4.375070520364182,13,0
29,20,3,0,0,7,0,0,1,0,3.8573068568981284,1,0
63,10,1,0,3,13,1,0,1,1,4.78070725706731,17,1
125,50,4,0,18,18,0,1,1,3,4.687784648170441,19,1
54,11,2,0,8,7,0,0,1,0,4.601838196487721,35,1
58,22,2,0,0,9,0,0,0,0,4.214873668469852,29,0
28,19,2,0,0,6,0,0,1,0,3.9946803684089085,1,1
32,8,1,0,1,7,0,0,1,1,4.327819531114783,7,1
57,14,2,1,6,11,0,0,0,1,4.372216663880856,28,1
46,13,1,0,3,7,0,0,0,0,4.368792054344757,26,1
45,26,2,0,0,7,0,0,0,0,4.205757474531292,12,1
31,23,2,0,0,6,0,0,0,0,3.9292144551992183,1,0
23,10,1,0,2,5,0,0,0,0,3.696624999159019,6,1
53,21,2,0,3,9,0,0,0,0,4.284458313732673,25,1
24,16,2,0,0,6,0,0,0,0,3.7406015629507228,1,0
53,20,2,0,0,11,0,1,0,0,4.27897729381846,26,0
30,21,2,0,0,6,0,0,1,0,3.806238928653389,1,0
32,23,2,1,3,6,0,0,1,0,3.952819531114783,1,1
30,22,2,0,0,6,0,0,0,0,3.8444138295776114,1,0
56,20,2,0,10,9,0,1,0,0,4.789148671903073,29,1
22,13,2,0,0,6,0,0,1,0,3.7544418457133446,1,0
93,18,3,0,0,17,0,0,1,0,4.281403333589699,67,0
31,20,2,1,3,7,0,0,0,0,4.0022680844408445,4,1
83,18,2,0,0,17,0,1,0,0,4.277097908823332,58,0
23,15,2,0,0,6,0,0,0,0,3.7622673906514947,1,0
186,16,2,1,50,22,0,1,0,0,5.044006220356482,163,1
72,18,2,0,21,9,0,0,0,0,4.709390063996874,47,1
66,20,2,0,3,12,0,1,0,0,4.525623953335311,39,0
102,15,1,0,23,12,0,1,0,0,4.653509504429943,80,1
34,27,2,0,0,5,0,0,0,0,4.02085512047121,0,0
32,24,2,0,0,6,0,0,0,0,4.007048827786958,1,0
82,16,2,0,6,12,0,0,1,1,5.0551863031611175,46,1
38,16,2,0,0,7,0,0,1,0,4.0605744745287495,14,0
47,25,2,1,1,7,0,0,0,0,4.113129150361585,15,1
70,38,2,0,0,11,0,1,1,0,4.807435516759527,24,0
63,31,2,0,0,8,0,1,0,0,4.130633948458052,25,0
47,39,4,1,6,10,0,1,0,0,4.120885064757336,1,1
27,19,2,0,0,6,0,0,0,0,3.708048150071232,1,0
44,25,4,0,3,9,0,0,0,0,4.206717630483576,12,1
43,19,2,0,0,7,0,0,0,0,3.961294557965098,17,0
41,16,1,0,0,10,0,1,0,0,4.171474187957335,18,1
21,13,2,1,3,6,0,0,0,0,3.6537567082870006,1,0
52,18,2,0,3,9,0,0,0,0,4.371716950260307,27,0
83,14,2,0,4,19,0,1,1,0,4.369091547659473,61,0
132,16,2,0,8,12,0,0,1,1,5.418754441621391,24,1
26,17,2,0,0,6,0,0,1,0,3.6902603909683838,1,0
24,5,1,0,5,5,0,0,0,0,4.0220552088742005,12,1
127,50,4,0,16,18,0,1,1,3,4.726665174140123,19,1
129,14,1,1,59,12,0,1,0,0,4.660709931024429,108,1
70,20,2,0,0,10,0,0,0,0,4.425591860285231,43,1
80,13,1,0,22,12,0,1,1,0,4.870513920656678,59,1
40,31,2,1,3,6,0,0,1,0,3.9282129458410004,1,1
75,16,1,0,0,12,1,0,0,1,4.555178110860258,26,1
30,21,2,0,0,6,0,0,1,0,4.072905595320056,1,0
43,15,2,0,0,8,0,0,1,1,4.507432777857285,6,0
53,25,2,0,0,9,0,1,0,0,4.063036851590982,21,0
135,19,2,0,2,25,0,1,0,0,4.175310533087206,109,0
71,62,4,1,6,15,0,1,1,0,4.55806076893152,1,1
28,15,2,0,0,7,0,0,0,0,3.6820058147602137,6,1
33,25,2,0,0,6,0,0,0,0,3.945464952495108,1,0
45,24,2,0,6,7,0,0,0,0,4.363966707392708,14,0
54,14,1,0,5,10,0,1,0,0,4.206264300210871,33,0
61,16,2,0,0,10,0,0,0,0,4.354688723015055,38,0
111,14,3,0,7,21,0,0,1,0,4.4879979688177825,89,0
51,23,2,0,0,10,0,1,1,1,4.2187201363358575,14,1
38,18,1,1,2,10,0,1,0,0,4.0304363948517326,13,1
33,25,2,0,0,6,0,0,0,0,3.945464952495108,1,0
68,28,2,0,0,12,0,1,0,0,4.300359260769873,33,0
21,6,1,0,0,5,0,0,0,0,3.27280432733462,8,0
33,16,1,0,0,6,0,0,0,0,3.930609649595924,10,1
85,18,3,0,31,9,0,0,0,0,4.759826237213414,60,1
99,15,2,1,8,17,0,1,1,0,4.569371591957239,76,0
40,33,2,0,0,5,0,0,0,0,4.265311532225102,0,1
56,21,1,0,0,7,0,0,0,0,4.015881369960098,28,1
46,13,1,0,0,8,0,1,0,0,4.300978674371632,26,1
61,32,4,1,5,9,0,0,1,0,4.502973666582545,21,1
54,11,2,0,9,7,0,0,1,0,4.564801159450684,35,1
39,9,1,0,0,8,0,0,0,0,4.102351821748976,23,1
58,50,5,1,4,11,0,1,0,0,4.130170660497148,1,1
324,33,2,1,88,37,0,1,1,5,5.487254549113251,58,1
58,22,2,0,0,9,0,1,0,0,4.50402711559342,29,0
54,16,2,0,0,9,0,0,1,0,4.039532122846975,30,0
22,15,1,0,0,4,0,0,0,0,3.9705730958116843,0,0
47,16,1,0,0,8,0,0,1,0,4.011411723741875,23,1
65,19,1,0,4,10,0,0,0,0,4.543060460437361,39,1
38,29,2,0,0,6,0,0,1,0,4.0407090139455,1,0
35,26,2,0,0,7,0,1,1,0,3.911306145999517,1,1
29,14,2,0,1,6,0,0,0,0,4.142295219190902,8,1
98,11,1,0,12,6,0,0,0,0,5.466715012849723,80,1
21,14,1,1,1,4,0,0,0,0,3.689703732199547,0,0
26,18,3,0,0,7,0,0,0,0,3.507380102423635,1,0
49,19,1,0,0,8,0,0,0,0,4.245453029221314,23,0
23,14,2,0,0,6,0,0,1,0,3.675310868912364,1,1
74,17,1,0,0,15,0,0,0,2,4.474269203549112,20,1
31,22,2,0,0,6,0,0,1,0,4.042433003725894,1,0
22,13,2,0,0,6,0,0,1,0,3.7544418457133446,1,0
64,43,4,1,16,12,0,1,1,0,4.553072516654254,13,1
31,24,2,1,1,5,0,0,0,0,3.9746954079158976,0,1
61,18,2,0,0,11,0,1,0,0,4.079332469209647,36,0
74,21,2,0,4,14,0,1,0,0,4.382770555803614,46,1
29,20,1,0,0,5,0,0,1,0,3.9952378913808873,1,0
47,16,2,0,0,8,0,0,0,0,4.120885064757336,24,1
66,15,1,0,0,13,0,1,1,0,4.270248908300865,43,1
62,31,2,0,0,9,0,1,0,0,4.044460375001262,24,0
42,33,2,0,0,9,0,1,1,0,4.15091348260215,1,0
39,22,2,0,1,9,0,1,0,0,3.970422410781626,10,0
71,22,2,0,0,13,0,1,1,0,4.23661621919782,41,0
27,15,2,0,0,7,0,0,1,0,3.7639657428240816,4,0
31,16,2,0,0,7,0,0,0,0,3.9134007456613777,8,0
26,15,3,1,12,8,0,0,0,0,3.53641423712223,4,1
77,23,1,0,24,7,0,0,0,0,4.723046002505055,47,1
114,26,2,0,33,15,0,1,0,0,4.887040838757111,81,1
62,16,2,0,0,12,0,1,1,1,4.458983013544332,26,1
117,38,2,0,23,10,0,1,0,0,4.910975302077233,72,1
35,22,2,0,0,6,0,0,0,0,3.9928705166358984,6,1
52,15,2,0,0,10,0,1,1,0,4.159802527016963,29,0
81,22,1,0,22,9,0,1,0,0,4.606471879503044,52,1
95,23,2,0,4,15,0,1,1,0,4.3931801514729285,64,1
76,50,4,0,8,10,0,1,0,0,4.409893507236863,19,1
45,22,3,0,1,9,0,0,1,0,4.075217408288466,15,1
35,28,2,0,0,5,0,0,0,0,4.0331536461849575,0,0
61,35,3,0,9,9,0,0,0,0,4.504610805436804,19,1
32,17,2,0,1,7,0,0,1,0,4.015319531114783,7,0
78,16,2,0,0,15,0,1,0,0,4.34854757197808,55,0
17,10,1,0,0,5,0,1,0,0,3.4992275471326932,0,0
96,14,1,0,20,12,0,1,0,0,4.767755934407698,75,1
63,24,2,0,0,10,0,1,1,0,4.213269067196605,31,0
64,16,2,0,0,11,0,0,0,0,4.389566369049407,41,0
71,35,2,0,10,9,0,1,0,0,4.534662127067258,29,1
69,15,2,0,0,12,0,1,1,0,4.329610422224486,46,0
92,58,2,1,7,15,0,1,0,0,4.564475848277716,27,1
50,15,2,0,0,9,0,0,0,0,4.185979129983102,28,0
58,16,2,0,7,10,0,1,1,0,4.385841719519742,34,0
38,19,1,0,0,6,0,1,1,0,4.076103170996722,11,1
140,31,2,0,1,20,0,1,0,0,4.824431049310939,102,1
64,23,2,0,0,10,0,1,0,0,4.190120407472074,34,0
64,17,2,0,6,13,0,1,0,0,4.409524219659049,40,0
42,19,2,0,1,9,0,0,0,0,4.016735577283109,16,0
142,22,2,0,9,10,0,1,1,1,5.470754890897266,25,1
50,31,2,0,0,8,0,1,0,0,4.201076880026371,12,0
48,28,2,0,0,8,0,0,0,0,4.145512835516972,13,1
59,31,4,1,10,9,0,0,0,0,4.3469928979359445,21,1
50,10,1,0,0,9,0,0,0,0,4.013340441068115,33,1
30,21,2,0,0,6,0,0,1,0,3.8729055953200557,1,0
28,19,2,0,0,8,0,1,1,0,3.7979026896829478,1,0
72,28,2,0,0,9,0,0,0,0,4.376736163097807,37,1
29,20,2,0,0,6,0,0,1,0,3.8278326164749097,1,0
31,23,2,0,0,6,0,0,0,0,4.082597923010943,1,0
33,17,1,0,0,6,0,0,0,0,4.040775468486825,9,0
66,18,1,0,0,11,0,1,1,0,4.2532880677135365,40,1
64,31,2,1,2,11,0,0,0,1,4.386587797403417,18,1
23,14,2,0,0,6,0,0,1,0,3.8820451081368628,1,0
23,15,2,0,0,6,0,0,0,0,3.501397825434103,1,0
92,14,2,0,4,14,0,0,1,2,4.925804146712547,25,0
45,14,2,0,0,10,0,1,0,0,4.110987196609284,24,0
30,22,2,0,0,6,0,0,0,0,3.831401845392172,1,0
70,45,4,1,17,12,0,1,1,0,4.580989582550625,17,1
27,18,2,0,0,6,0,0,1,0,3.763965742824082,1,0
35,27,2,1,4,5,0,0,1,0,4.272140159802108,0,1
125,50,4,0,17,18,0,1,1,3,4.603667230368214,19,1
145,24,1,0,30,21,0,1,1,0,4.619153744068331,113,1
86,11,1,0,7,15,0,1,1,1,4.516656988691523,54,1
31,18,1,0,0,6,0,0,0,0,3.889049535914169,6,0
82,12,3,1,9,16,1,1,0,1,4.600782340614289,40,1
58,26,2,0,0,10,0,0,0,0,4.206697589768652,25,1
162,23,1,0,37,27,0,1,0,0,4.98441641876075,117,1
24,15,3,0,0,7,0,0,1,0,3.7406015629507228,1,0
34,21,2,0,0,10,0,0,1,0,4.270567620343947,1,0
99,14,1,0,3,14,0,1,1,0,4.129397149027767,77,1
18,11,2,0,0,5,0,0,0,0,3.6143694458867563,0,0
44,16,2,0,12,9,0,1,0,0,4.544325652580696,21,0
34,12,2,0,1,9,0,0,0,0,4.068957238806496,15,1
38,30,4,1,1,8,0,0,0,0,4.135699552746469,1,1
52,24,3,0,0,10,0,0,0,0,4.20527421887466,21,0
168,12,2,0,20,8,0,0,1,0,5.5141835369272325,148,1
27,18,2,0,0,6,0,0,1,0,3.9302703722934544,1,0
31,19,2,0,0,7,0,0,0,0,3.9779168746936358,5,0
26,17,2,0,0,6,0,0,1,0,3.7192945256669785,1,0
43,15,2,0,2,9,0,0,1,1,4.396853998737204,6,0
48,16,2,0,0,8,0,1,0,0,4.311641344913578,25,0
34,26,4,1,2,8,0,0,0,0,3.9254106352407234,1,1
25,18,2,0,0,5,0,0,0,0,4.053660689688185,0,0
52,22,3,0,2,10,0,1,1,0,4.382568083276077,22,1
39,16,1,0,0,6,0,0,0,0,3.9416490917707945,16,0
28,11,1,0,0,5,0,0,1,0,3.740415529881632,9,0
210,18,1,0,80,16,0,0,1,3,4.731387229191194,26,1
31,22,2,0,0,6,0,0,1,0,3.80871969734407,1,0
27,18,2,0,0,6,0,0,1,0,3.754163427768881,1,0
76,44,4,1,1,11,0,0,1,0,4.460236936299272,24,1
37,12,2,0,0,8,0,0,1,0,3.949204974194067,17,0
81,47,4,0,2,11,1,0,1,0,4.3351858492433255,26,1
167,16,1,0,26,21,0,0,0,2,5.435932779015546,116,1
57,22,2,0,0,10,0,1,0,0,4.541945997928355,28,1
42,34,2,1,1,6,0,0,0,0,4.203837733233675,1,1
77,16,2,0,3,11,0,0,1,1,5.226020755144025,41,1
128,50,4,0,19,19,0,1,1,3,4.778975004350157,20,1
30,22,2,0,0,6,0,0,0,0,3.764735178725506,1,0
26,17,2,0,0,6,0,0,1,0,3.767183467891461,1,0
83,45,4,1,17,14,0,1,1,1,4.7319334500825265,18,1
23,14,3,0,0,7,0,0,1,0,3.6424896731661263,1,0
31,22,2,0,0,6,0,0,1,0,3.6955011488173946,1,0
43,15,2,0,0,7,0,0,1,0,4.204652545097892,20,0
31,23,2,0,0,5,0,0,1,0,4.0022680844408445,0,0
35,26,2,0,0,7,0,1,1,0,4.028445159431229,1,1
131,58,7,1,18,19,0,0,0,3,4.8895225275818435,6,1
126,50,4,0,20,18,0,1,0,3,4.689032973506047,19,1
84,17,2,0,3,15,0,1,0,0,4.4138164949724645,60,0
47,10,1,0,4,9,0,0,0,0,4.219928086715923,30,0
24,15,1,0,0,5,0,0,1,0,3.522055208874201,1,0
129,54,5,0,11,20,0,1,0,3,4.602287936639367,20,1
40,32,2,0,0,6,0,0,0,0,4.075070520364181,1,0
38,30,3,1,1,10,0,1,0,0,4.178738290204357,1,1
62,10,1,0,16,7,0,0,0,0,4.475990818584543,45,1
121,21,2,0,45,21,0,0,0,0,5.024436335248557,93,1
51,23,2,0,0,9,0,1,1,0,4.196770813222842,20,1
28,19,2,0,0,6,0,0,1,0,3.9137995646056805,1,0
20,13,2,0,0,5,0,0,0,0,3.3841837197791884,0,0
41,17,2,0,0,9,0,1,0,0,3.930007492106357,17,1
62,19,2,0,0,9,0,1,1,0,4.274535576718848,35,0
40,18,2,0,0,7,0,0,0,0,4.184183719779188,15,0
30,15,1,1,1,7,0,1,1,0,3.948394345536403,7,1
51,14,1,0,0,9,0,1,0,0,4.145984725658471,30,1
18,11,1,0,0,4,0,0,0,0,3.614369445886757,0,0
25,16,2,0,0,6,0,0,1,0,3.753269689515107,1,0
42,21,2,0,0,8,0,0,0,0,4.243158791671846,14,1
57,13,1,0,2,11,0,1,0,0,4.463782996317235,37,1
47,13,2,0,0,11,0,1,0,0,4.110454745700462,27,0
106,29,2,0,44,17,0,1,1,0,4.689757309937238,69,1
38,25,2,1,8,7,0,0,1,0,4.280693631807705,5,1
37,22,2,0,0,7,0,0,0,0,4.046762824854522,8,0
64,12,1,0,11,12,0,1,1,1,4.851813383509937,29,1
145,9,1,0,14,31,0,1,1,7,4.912894966861884,33,1
42,8,1,0,6,10,0,0,0,1,4.264125089796519,7,1
47,13,1,0,0,9,0,0,0,0,3.993225490289251,27,1
27,19,2,0,0,6,0,0,0,0,3.7080481500712317,1,0
74,17,1,0,8,9,0,1,1,0,4.603128751566543,49,0
32,23,3,0,0,7,0,0,1,0,3.944548827786958,1,0
36,29,2,1,3,5,0,0,0,0,4.048688113203415,0,1
30,21,2,1,1,6,0,0,1,0,3.856564762130954,1,1
25,16,3,0,0,7,0,0,1,0,3.7230741894285693,1,0
35,27,2,1,4,5,0,0,1,0,4.147439360470671,0,1
66,17,2,0,14,9,0,0,1,1,4.951379490761219,15,0
32,23,2,0,0,7,0,1,1,0,3.9917292966721747,1,0
36,13,3,1,10,8,0,0,0,0,4.107017709595356,16,1
55,16,2,0,0,13,0,0,1,0,4.433378522844338,31,0
27,9,2,0,8,6,0,0,0,0,3.6339740759971577,11,1
27,18,3,0,0,7,0,0,1,0,3.9763856499911046,1,0
61,18,2,0,0,10,0,1,0,0,4.284776222908656,36,0
68,22,2,0,23,7,0,0,1,0,4.6841404594088605,38,1
48,16,2,0,0,9,0,0,1,0,4.0068665431825226,24,1
64,16,2,0,0,13,0,1,0,0,4.184171884241178,41,0
62,11,2,0,0,11,0,1,1,0,4.1876956092147495,43,0
25,18,2,0,0,5,0,0,0,0,3.7834651896016465,0,1
41,15,2,1,1,9,0,0,0,0,4.104281809855787,19,1
45,8,1,0,0,10,0,1,0,0,4.225326019447653,30,1
47,11,1,0,0,10,0,0,0,0,4.120885064757336,29,1
41,16,2,0,0,8,0,0,1,0,4.043544614839371,17,1
149,18,2,0,39,49,0,1,0,0,3.849194506334443,124,0
20,11,2,1,1,6,0,0,1,0,3.5464393446710147,1,0
23,14,3,0,0,7,0,0,1,0,3.6096684774198886,1,0
126,50,4,0,19,18,0,1,0,3,4.763110705305144,19,1
36,16,2,0,0,6,0,0,1,0,4.162573265150912,12,0
50,24,2,0,2,10,0,1,0,0,4.412180011265247,19,0
26,18,2,0,0,6,0,0,0,0,3.921029621737614,1,0
43,11,1,1,2,8,0,0,0,0,4.1733739877037905,25,1
25,17,2,0,0,6,0,0,0,0,3.9434651896016453,1,0
32,25,2,0,0,5,0,0,0,0,3.8514097655573916,0,1
65,33,3,0,0,9,0,0,1,0,4.256306466575052,24,1
36,7,1,0,0,7,0,1,1,0,4.041336376912015,21,0
60,14,2,0,0,12,0,1,1,0,4.298499037874887,38,0
257,11,1,0,35,13,0,0,1,1,5.802526093954433,37,1
84,13,2,0,4,15,0,0,0,0,4.934250019028106,64,0
115,42,4,0,16,16,0,0,0,3,4.6589469300582,19,1
54,27,2,0,0,9,0,1,1,0,4.0206515671311625,19,1
124,16,1,1,1,24,0,1,0,3,4.851740814613696,37,1
795,35,4,0,131,84,0,1,0,12,5.8794006594337525,22,1
27,19,1,0,0,5,0,0,0,0,4.032303242743954,1,0
59,15,1,0,17,7,0,0,0,0,4.4597898815300745,37,1
50,23,2,0,0,8,0,1,1,0,4.161076880026371,19,0
70,14,1,0,0,10,0,1,0,0,4.233522668312999,49,0
74,39,3,0,6,11,0,1,0,0,4.555699359616179,28,1
237,15,1,0,88,20,0,0,0,3,4.948703688494373,49,1
48,15,2,0,0,10,0,1,1,0,4.236440501696145,25,1
41,20,2,0,0,7,0,0,0,0,4.122693700152457,14,0
35,15,2,1,4,6,0,0,0,0,4.207435516759525,13,1
30,21,2,0,0,6,0,0,1,0,3.7647351787255054,1,0
26,19,2,0,0,5,0,0,0,0,3.9790978911348045,0,0
56,19,1,0,0,9,0,0,0,1,4.126301966925147,6,0
38,29,2,0,0,6,0,0,1,0,4.168465671110589,1,0
56,17,2,0,6,9,0,1,0,0,4.688976520573844,32,0
36,21,3,0,0,8,0,0,0,0,4.231746181697385,8,0
44,16,2,0,0,10,0,0,1,0,4.146376220664176,20,0
20,12,2,0,0,7,0,1,0,0,3.346439344671015,1,0
156,15,2,0,25,19,0,0,0,2,5.525890326374439,106,1
57,38,4,1,9,11,0,1,0,0,4.451678506213854,12,1
68,42,4,0,13,9,0,0,0,0,4.629249378072818,19,1
243,25,2,1,25,27,0,1,1,0,4.743603799995627,210,1
33,23,2,1,2,8,0,1,0,0,4.165013816065913,3,1
53,24,2,0,0,10,0,0,0,0,4.177339143857839,22,1
115,15,1,0,10,19,0,1,0,0,4.406171871795629,93,0
124,50,4,0,20,18,0,1,0,3,4.680160671099857,19,1
52,16,2,0,0,10,0,0,1,0,4.105522468726717,28,0
23,15,2,0,0,6,0,0,0,0,3.729446194905257,1,0
24,5,1,0,2,5,0,0,0,0,3.9072682296173897,12,1
44,13,2,0,0,8,0,1,1,0,4.263313653112508,23,0
71,19,2,0,0,11,0,0,0,0,4.390453240341518,45,0
51,21,2,0,5,8,0,0,0,0,4.866162293368287,23,0
66,18,2,0,0,13,0,1,1,0,4.400401794146062,40,0
